id,hospital_id,blood_group,component,consumption_date,units_consumed,was_emergency_surge,seasonal_dengue_index
17049,26,B+,FRESH_FROZEN_PLASMA,2026-05-20,18,True,1.0
17050,14,O+,PACKED_RED_BLOOD_CELLS,2026-06-03,13,False,1.0
17051,5,B+,PACKED_RED_BLOOD_CELLS,2026-07-16,25,False,1.0
17052,43,B+,PLATELET_CONCENTRATE,2025-12-20,8,True,1.0
17053,17,B-,WHOLE_BLOOD,2025-10-12,18,False,1.0
17054,33,O-,PACKED_RED_BLOOD_CELLS,2026-02-11,15,True,1.0
17055,40,AB-,FRESH_FROZEN_PLASMA,2026-08-17,17,False,1.0
17056,4,O+,FRESH_FROZEN_PLASMA,2026-06-08,25,False,1.0
17057,36,AB+,PACKED_RED_BLOOD_CELLS,2026-06-10,4,False,1.0
17058,38,B+,WHOLE_BLOOD,2026-08-10,21,True,1.0
17059,6,O+,FRESH_FROZEN_PLASMA,2026-08-29,25,False,1.0
17060,39,O-,WHOLE_BLOOD,2025-12-03,20,False,1.0
17061,19,O-,PACKED_RED_BLOOD_CELLS,2026-09-05,26,True,1.0
17062,33,A+,FRESH_FROZEN_PLASMA,2026-08-31,21,True,1.0
17063,6,B+,PACKED_RED_BLOOD_CELLS,2026-02-03,5,False,1.0
17064,22,B+,PLATELET_CONCENTRATE,2026-02-19,21,False,1.0
17065,47,B+,WHOLE_BLOOD,2026-03-28,24,True,1.0
17066,25,O+,WHOLE_BLOOD,2026-02-01,12,True,1.0
17067,31,B+,PACKED_RED_BLOOD_CELLS,2025-11-09,21,False,1.0
17068,30,A+,FRESH_FROZEN_PLASMA,2026-04-29,9,True,1.0
17069,33,AB-,FRESH_FROZEN_PLASMA,2026-07-02,5,True,1.0
17070,10,O-,WHOLE_BLOOD,2026-06-23,14,True,1.0
17071,49,AB-,PLATELET_CONCENTRATE,2026-07-30,14,True,2.06
17072,33,A-,PLATELET_CONCENTRATE,2026-05-07,8,True,1.0
17073,41,AB+,WHOLE_BLOOD,2025-12-24,19,False,1.0
17074,8,O-,PACKED_RED_BLOOD_CELLS,2026-06-02,11,True,1.0
17075,34,O-,WHOLE_BLOOD,2025-11-30,11,True,1.0
17076,31,B-,PLATELET_CONCENTRATE,2025-10-02,12,True,3.19
17077,27,A-,PACKED_RED_BLOOD_CELLS,2026-09-06,7,False,1.0
17078,3,AB-,FRESH_FROZEN_PLASMA,2026-02-03,7,False,1.0
17079,9,AB+,WHOLE_BLOOD,2025-11-25,22,False,1.0
17080,5,A+,FRESH_FROZEN_PLASMA,2026-05-19,7,False,1.0
17081,28,A+,WHOLE_BLOOD,2026-06-03,12,False,1.0
17082,16,AB+,WHOLE_BLOOD,2025-12-12,19,True,1.0
17083,28,B+,PLATELET_CONCENTRATE,2026-09-05,46,True,2.01
17084,14,B+,WHOLE_BLOOD,2026-07-13,22,False,1.0
17085,31,AB+,PLATELET_CONCENTRATE,2026-09-03,51,True,2.16
17086,44,AB+,FRESH_FROZEN_PLASMA,2025-11-01,19,True,1.0
17087,19,AB+,PACKED_RED_BLOOD_CELLS,2026-01-09,15,True,1.0
17088,3,A+,PLATELET_CONCENTRATE,2025-09-10,47,True,2.48
17089,38,O+,PLATELET_CONCENTRATE,2025-10-05,24,True,2.77
17090,24,O-,PACKED_RED_BLOOD_CELLS,2025-11-19,18,True,1.0
17091,15,AB+,FRESH_FROZEN_PLASMA,2025-09-24,4,False,1.0
17092,3,A+,WHOLE_BLOOD,2026-03-03,12,False,1.0
17093,39,A-,WHOLE_BLOOD,2026-03-09,11,False,1.0
17094,5,O+,PACKED_RED_BLOOD_CELLS,2026-02-01,13,False,1.0
17095,4,B-,PACKED_RED_BLOOD_CELLS,2025-12-25,4,False,1.0
17096,27,AB+,PACKED_RED_BLOOD_CELLS,2026-09-01,24,False,1.0
17097,34,A+,WHOLE_BLOOD,2026-05-12,29,True,1.0
17098,47,O-,WHOLE_BLOOD,2025-11-03,28,True,1.0
17099,6,O-,PACKED_RED_BLOOD_CELLS,2026-01-27,25,False,1.0
17100,27,B-,FRESH_FROZEN_PLASMA,2025-12-16,16,False,1.0
17101,21,A-,PLATELET_CONCENTRATE,2026-01-19,23,False,1.0
17102,1,A+,PACKED_RED_BLOOD_CELLS,2026-07-21,24,False,1.0
17103,45,O+,PACKED_RED_BLOOD_CELLS,2025-12-25,11,True,1.0
17104,22,AB+,PACKED_RED_BLOOD_CELLS,2025-10-22,17,False,1.0
17105,15,B-,WHOLE_BLOOD,2026-07-06,19,False,1.0
17106,7,A+,WHOLE_BLOOD,2026-03-18,11,False,1.0
17107,15,A-,PACKED_RED_BLOOD_CELLS,2026-07-07,25,False,1.0
17108,15,B+,FRESH_FROZEN_PLASMA,2026-06-09,25,False,1.0
17109,21,AB+,WHOLE_BLOOD,2025-11-01,25,False,1.0
17110,31,A-,PACKED_RED_BLOOD_CELLS,2026-03-01,8,False,1.0
17111,48,A+,WHOLE_BLOOD,2025-12-01,14,True,1.0
17112,15,A+,WHOLE_BLOOD,2026-02-20,15,False,1.0
17113,19,B+,FRESH_FROZEN_PLASMA,2026-07-11,19,True,1.0
17114,1,A-,FRESH_FROZEN_PLASMA,2026-08-04,6,False,1.0
17115,43,A+,PLATELET_CONCENTRATE,2026-07-13,65,True,2.51
17116,39,AB-,WHOLE_BLOOD,2026-04-19,4,False,1.0
17117,42,A+,FRESH_FROZEN_PLASMA,2026-07-27,15,True,1.0
17118,5,AB-,FRESH_FROZEN_PLASMA,2026-07-22,13,False,1.0
17119,8,B+,FRESH_FROZEN_PLASMA,2025-11-15,20,True,1.0
17120,1,B-,PLATELET_CONCENTRATE,2025-10-02,29,True,1.94
17121,11,AB-,PLATELET_CONCENTRATE,2025-10-21,26,True,2.42
17122,11,A+,PACKED_RED_BLOOD_CELLS,2026-08-12,8,False,1.0
17123,7,B+,FRESH_FROZEN_PLASMA,2025-12-20,9,False,1.0
17124,10,B+,FRESH_FROZEN_PLASMA,2025-10-20,22,True,1.0
17125,43,B+,FRESH_FROZEN_PLASMA,2026-01-25,11,True,1.0
17126,26,AB-,WHOLE_BLOOD,2025-12-01,22,True,1.0
17127,36,B+,FRESH_FROZEN_PLASMA,2026-02-26,19,False,1.0
17128,2,O+,PACKED_RED_BLOOD_CELLS,2026-07-05,5,True,1.0
17129,1,AB-,FRESH_FROZEN_PLASMA,2026-03-19,4,False,1.0
17130,39,O+,WHOLE_BLOOD,2026-04-01,10,False,1.0
17131,41,A-,PLATELET_CONCENTRATE,2026-05-11,9,False,1.0
17132,17,O+,PLATELET_CONCENTRATE,2025-09-16,43,True,1.96
17133,48,A-,FRESH_FROZEN_PLASMA,2026-03-07,24,True,1.0
17134,12,AB+,PLATELET_CONCENTRATE,2025-12-23,9,True,1.0
17135,12,AB-,WHOLE_BLOOD,2026-06-27,21,True,1.0
17136,32,B-,PACKED_RED_BLOOD_CELLS,2026-04-22,16,False,1.0
17137,10,AB-,PLATELET_CONCENTRATE,2026-06-24,14,True,1.0
17138,8,B+,FRESH_FROZEN_PLASMA,2026-02-08,4,True,1.0
17139,47,A-,WHOLE_BLOOD,2026-04-27,15,True,1.0
17140,7,O+,WHOLE_BLOOD,2026-04-17,6,False,1.0
17141,15,O+,FRESH_FROZEN_PLASMA,2026-07-28,7,False,1.0
17142,11,O+,PLATELET_CONCENTRATE,2026-05-12,17,False,1.0
17143,23,A+,PACKED_RED_BLOOD_CELLS,2026-07-18,32,True,1.0
17144,35,AB-,WHOLE_BLOOD,2026-01-05,20,False,1.0
17145,23,A+,WHOLE_BLOOD,2026-06-30,14,True,1.0
17146,43,O-,FRESH_FROZEN_PLASMA,2025-10-10,7,True,1.0
17147,5,A-,FRESH_FROZEN_PLASMA,2026-03-12,23,False,1.0
17148,9,O+,FRESH_FROZEN_PLASMA,2025-10-13,11,False,1.0
17149,19,A+,PLATELET_CONCENTRATE,2026-07-26,20,True,1.89
17150,45,AB-,WHOLE_BLOOD,2025-12-21,9,True,1.0
17151,30,AB+,PLATELET_CONCENTRATE,2025-11-07,17,True,1.0
17152,48,O-,FRESH_FROZEN_PLASMA,2026-08-03,30,True,1.0
17153,40,A-,WHOLE_BLOOD,2026-07-07,24,False,1.0
17154,48,A-,FRESH_FROZEN_PLASMA,2025-10-10,23,True,1.0
17155,18,O-,WHOLE_BLOOD,2026-01-18,16,True,1.0
17156,41,A-,PLATELET_CONCENTRATE,2026-03-28,20,False,1.0
17157,30,AB-,WHOLE_BLOOD,2026-06-02,25,True,1.0
17158,9,A-,PLATELET_CONCENTRATE,2026-07-31,42,True,2.14
17159,43,B-,PLATELET_CONCENTRATE,2026-05-18,12,True,1.0
17160,6,A+,FRESH_FROZEN_PLASMA,2026-04-14,10,False,1.0
17161,45,A+,FRESH_FROZEN_PLASMA,2025-09-10,28,True,1.0
17162,14,AB+,WHOLE_BLOOD,2025-12-20,16,False,1.0
17163,24,A+,WHOLE_BLOOD,2026-02-12,21,True,1.0
17164,36,O-,FRESH_FROZEN_PLASMA,2026-08-30,18,False,1.0
17165,36,O-,PLATELET_CONCENTRATE,2025-10-12,14,True,2.07
17166,14,A+,PLATELET_CONCENTRATE,2026-04-07,22,False,1.0
17167,24,A+,WHOLE_BLOOD,2026-05-01,22,True,1.0
17168,8,AB-,FRESH_FROZEN_PLASMA,2026-08-16,19,True,1.0
17169,12,AB-,PACKED_RED_BLOOD_CELLS,2025-12-16,14,True,1.0
17170,33,O-,WHOLE_BLOOD,2026-06-25,18,True,1.0
17171,3,B+,FRESH_FROZEN_PLASMA,2025-11-15,22,False,1.0
17172,15,O-,PLATELET_CONCENTRATE,2025-09-13,26,True,2.07
17173,43,A-,WHOLE_BLOOD,2025-12-17,5,True,1.0
17174,37,AB+,PLATELET_CONCENTRATE,2026-03-20,9,True,1.0
17175,49,A-,PLATELET_CONCENTRATE,2026-06-30,7,True,1.0
17176,11,B-,PACKED_RED_BLOOD_CELLS,2026-08-17,22,False,1.0
17177,48,O-,FRESH_FROZEN_PLASMA,2026-04-10,9,True,1.0
17178,35,O+,WHOLE_BLOOD,2026-02-20,14,False,1.0
17179,50,B+,PACKED_RED_BLOOD_CELLS,2026-09-07,24,False,1.0
17180,43,A+,PLATELET_CONCENTRATE,2026-05-09,32,True,1.0
17181,21,B-,FRESH_FROZEN_PLASMA,2026-02-18,5,False,1.0
17182,1,AB-,PACKED_RED_BLOOD_CELLS,2025-10-30,5,False,1.0
17183,43,AB-,PACKED_RED_BLOOD_CELLS,2025-10-06,24,True,1.0
17184,46,O+,WHOLE_BLOOD,2025-11-28,4,False,1.0
17185,12,AB-,WHOLE_BLOOD,2026-08-13,15,True,1.0
17186,48,AB+,PLATELET_CONCENTRATE,2026-04-07,19,True,1.0
17187,32,O-,FRESH_FROZEN_PLASMA,2026-07-05,25,False,1.0
17188,32,A+,FRESH_FROZEN_PLASMA,2025-11-20,21,False,1.0
17189,35,AB-,FRESH_FROZEN_PLASMA,2026-06-14,22,False,1.0
17190,27,O-,PACKED_RED_BLOOD_CELLS,2026-06-05,25,False,1.0
17191,23,AB+,FRESH_FROZEN_PLASMA,2025-11-28,8,True,1.0
17192,34,AB-,WHOLE_BLOOD,2026-09-07,8,True,1.0
17193,20,O+,FRESH_FROZEN_PLASMA,2026-04-17,16,True,1.0
17194,3,O+,PACKED_RED_BLOOD_CELLS,2026-03-25,24,False,1.0
17195,27,B-,FRESH_FROZEN_PLASMA,2026-08-27,23,False,1.0
17196,37,B-,FRESH_FROZEN_PLASMA,2026-08-19,14,True,1.0
17197,30,A-,FRESH_FROZEN_PLASMA,2026-07-17,15,True,1.0
17198,20,B-,WHOLE_BLOOD,2026-04-28,20,True,1.0
17199,50,A+,FRESH_FROZEN_PLASMA,2026-03-07,21,False,1.0
17200,26,AB-,PLATELET_CONCENTRATE,2026-02-24,12,True,1.0
17201,50,A+,WHOLE_BLOOD,2025-11-22,10,False,1.0
17202,33,A+,PLATELET_CONCENTRATE,2026-08-09,19,True,2.73
17203,39,A-,PLATELET_CONCENTRATE,2026-05-02,12,False,1.0
17204,6,B-,PACKED_RED_BLOOD_CELLS,2026-09-03,18,False,1.0
17205,19,B+,PACKED_RED_BLOOD_CELLS,2026-01-24,20,True,1.0
17206,7,A-,FRESH_FROZEN_PLASMA,2026-07-18,10,False,1.0
17207,38,A-,WHOLE_BLOOD,2025-09-14,6,True,1.0
17208,43,A+,WHOLE_BLOOD,2026-09-07,26,True,1.0
17209,31,O+,PACKED_RED_BLOOD_CELLS,2026-08-12,17,False,1.0
17210,28,O+,PACKED_RED_BLOOD_CELLS,2026-07-19,23,False,1.0
17211,39,O+,PLATELET_CONCENTRATE,2025-10-16,11,True,2.0
17212,4,A+,PLATELET_CONCENTRATE,2026-01-08,22,False,1.0
17213,28,AB+,WHOLE_BLOOD,2026-06-16,8,False,1.0
17214,28,O+,PLATELET_CONCENTRATE,2026-06-02,4,False,1.0
17215,28,O+,WHOLE_BLOOD,2026-04-25,15,False,1.0
17216,8,A+,WHOLE_BLOOD,2026-08-24,11,True,1.0
17217,7,AB-,FRESH_FROZEN_PLASMA,2026-05-05,4,False,1.0
17218,12,B+,FRESH_FROZEN_PLASMA,2026-04-27,15,True,1.0
17219,35,A+,PACKED_RED_BLOOD_CELLS,2025-11-23,23,False,1.0
17220,4,B-,FRESH_FROZEN_PLASMA,2026-04-19,19,False,1.0
17221,28,AB+,WHOLE_BLOOD,2025-12-09,19,False,1.0
17222,32,O+,PLATELET_CONCENTRATE,2026-04-29,16,False,1.0
17223,35,AB-,WHOLE_BLOOD,2026-01-25,6,False,1.0
17224,43,O-,PACKED_RED_BLOOD_CELLS,2026-08-11,35,True,1.0
17225,5,B-,WHOLE_BLOOD,2026-03-17,23,False,1.0
17226,23,O+,PLATELET_CONCENTRATE,2026-02-26,19,True,1.0
17227,15,A-,FRESH_FROZEN_PLASMA,2025-09-11,21,False,1.0
17228,9,AB-,FRESH_FROZEN_PLASMA,2026-02-14,15,False,1.0
17229,40,AB+,WHOLE_BLOOD,2026-01-04,8,False,1.0
17230,25,A-,PACKED_RED_BLOOD_CELLS,2025-12-28,19,True,1.0
17231,18,O+,WHOLE_BLOOD,2025-10-03,5,True,1.0
17232,17,O-,PACKED_RED_BLOOD_CELLS,2025-12-27,21,False,1.0
17233,18,B-,FRESH_FROZEN_PLASMA,2026-06-06,7,True,1.0
17234,11,AB-,FRESH_FROZEN_PLASMA,2026-05-26,6,False,1.0
17235,6,A+,PACKED_RED_BLOOD_CELLS,2025-11-30,17,False,1.0
17236,4,AB+,FRESH_FROZEN_PLASMA,2026-07-30,6,False,1.0
17237,29,A+,PACKED_RED_BLOOD_CELLS,2026-03-14,8,True,1.0
17238,48,O-,FRESH_FROZEN_PLASMA,2026-06-07,25,True,1.0
17239,49,B-,FRESH_FROZEN_PLASMA,2026-07-12,16,True,1.0
17240,18,O+,PLATELET_CONCENTRATE,2026-05-09,12,True,1.0
17241,23,O-,PLATELET_CONCENTRATE,2026-04-25,35,True,1.0
17242,49,AB+,PLATELET_CONCENTRATE,2025-10-12,14,True,2.94
17243,36,A+,PLATELET_CONCENTRATE,2026-05-22,24,False,1.0
17244,42,A-,PACKED_RED_BLOOD_CELLS,2026-06-24,21,True,1.0
17245,23,B+,PLATELET_CONCENTRATE,2026-08-05,61,True,2.69
17246,48,AB-,WHOLE_BLOOD,2025-11-29,6,True,1.0
17247,14,AB-,PACKED_RED_BLOOD_CELLS,2026-07-16,16,False,1.0
17248,29,B-,FRESH_FROZEN_PLASMA,2026-03-13,6,True,1.0
17249,26,A-,PLATELET_CONCENTRATE,2026-03-19,4,True,1.0
17250,8,O-,WHOLE_BLOOD,2025-11-16,11,True,1.0
17251,9,B+,WHOLE_BLOOD,2026-04-13,20,False,1.0
17252,11,O+,PACKED_RED_BLOOD_CELLS,2026-07-17,16,False,1.0
17253,37,O+,WHOLE_BLOOD,2026-01-08,18,True,1.0
17254,7,A-,PLATELET_CONCENTRATE,2026-06-05,4,False,1.0
17255,50,B-,FRESH_FROZEN_PLASMA,2025-10-28,25,False,1.0
17256,42,A+,PLATELET_CONCENTRATE,2026-06-09,18,True,1.0
17257,36,A+,WHOLE_BLOOD,2026-08-24,12,False,1.0
17258,18,O-,PLATELET_CONCENTRATE,2025-10-22,50,True,3.17
17259,27,O-,PLATELET_CONCENTRATE,2026-01-02,14,False,1.0
17260,27,B-,PACKED_RED_BLOOD_CELLS,2026-06-15,8,False,1.0
17261,13,A+,PACKED_RED_BLOOD_CELLS,2025-09-12,6,False,1.0
17262,36,B+,PLATELET_CONCENTRATE,2025-09-22,71,True,3.09
17263,25,B+,WHOLE_BLOOD,2025-10-06,14,True,1.0
17264,25,A+,PLATELET_CONCENTRATE,2026-02-14,14,True,1.0
17265,29,A+,WHOLE_BLOOD,2026-02-06,19,True,1.0
17266,25,A-,PACKED_RED_BLOOD_CELLS,2026-04-03,25,True,1.0
17267,30,A-,PLATELET_CONCENTRATE,2026-04-08,7,True,1.0
17268,29,A-,PLATELET_CONCENTRATE,2026-07-19,64,True,3.06
17269,10,O-,FRESH_FROZEN_PLASMA,2026-07-17,32,True,1.0
17270,20,O-,WHOLE_BLOOD,2025-10-06,32,True,1.0
17271,50,B-,PACKED_RED_BLOOD_CELLS,2025-11-21,18,False,1.0
17272,10,A+,PLATELET_CONCENTRATE,2026-08-18,83,True,2.52
17273,16,AB+,PACKED_RED_BLOOD_CELLS,2026-07-04,12,True,1.0
17274,44,O+,WHOLE_BLOOD,2026-03-03,7,True,1.0
17275,42,B-,PLATELET_CONCENTRATE,2026-06-12,25,True,1.0
17276,28,B-,PLATELET_CONCENTRATE,2026-08-24,33,True,2.21
17277,22,B-,FRESH_FROZEN_PLASMA,2026-08-03,18,False,1.0
17278,1,A-,PLATELET_CONCENTRATE,2025-10-24,21,True,2.44
17279,11,AB+,PACKED_RED_BLOOD_CELLS,2026-03-18,13,False,1.0
17280,49,AB+,PACKED_RED_BLOOD_CELLS,2025-11-24,12,True,1.0
17281,13,AB-,FRESH_FROZEN_PLASMA,2026-02-18,8,False,1.0
17282,25,B-,FRESH_FROZEN_PLASMA,2025-12-05,20,True,1.0
17283,20,O+,PLATELET_CONCENTRATE,2026-07-14,34,True,2.32
17284,2,O+,WHOLE_BLOOD,2026-02-16,35,True,1.0
17285,49,AB-,PLATELET_CONCENTRATE,2026-04-21,16,True,1.0
17286,25,AB-,FRESH_FROZEN_PLASMA,2025-09-22,15,True,1.0
17287,30,O-,PACKED_RED_BLOOD_CELLS,2026-05-16,5,True,1.0
17288,47,O+,WHOLE_BLOOD,2026-07-02,8,True,1.0
17289,13,A+,PLATELET_CONCENTRATE,2025-11-17,10,False,1.0
17290,30,B-,FRESH_FROZEN_PLASMA,2026-02-22,4,True,1.0
17291,18,O+,WHOLE_BLOOD,2026-07-12,35,True,1.0
17292,35,B+,PLATELET_CONCENTRATE,2025-10-21,64,True,2.81
17293,39,AB-,FRESH_FROZEN_PLASMA,2026-01-30,4,False,1.0
17294,34,O+,FRESH_FROZEN_PLASMA,2026-01-09,7,True,1.0
17295,22,O-,PLATELET_CONCENTRATE,2026-06-06,21,False,1.0
17296,38,O+,FRESH_FROZEN_PLASMA,2026-01-09,5,True,1.0
17297,42,B-,PLATELET_CONCENTRATE,2026-08-08,28,True,2.55
17298,36,O-,WHOLE_BLOOD,2025-09-21,23,False,1.0
17299,48,B+,FRESH_FROZEN_PLASMA,2026-02-03,21,True,1.0
17300,12,O+,FRESH_FROZEN_PLASMA,2026-05-05,14,True,1.0
17301,4,B-,WHOLE_BLOOD,2026-07-10,11,False,1.0
17302,46,AB-,PACKED_RED_BLOOD_CELLS,2026-02-09,25,False,1.0
17303,2,B-,PLATELET_CONCENTRATE,2026-02-15,10,True,1.0
17304,18,B+,PLATELET_CONCENTRATE,2026-01-06,16,True,1.0
17305,8,A-,FRESH_FROZEN_PLASMA,2026-05-29,6,True,1.0
17306,26,AB+,WHOLE_BLOOD,2026-07-05,24,True,1.0
17307,8,B+,FRESH_FROZEN_PLASMA,2026-07-06,19,True,1.0
17308,32,O+,PLATELET_CONCENTRATE,2026-07-28,53,True,3.14
17309,6,A+,PACKED_RED_BLOOD_CELLS,2026-08-09,18,False,1.0
17310,24,B-,PLATELET_CONCENTRATE,2026-03-07,18,True,1.0
17311,1,A+,PACKED_RED_BLOOD_CELLS,2026-07-06,13,False,1.0
17312,48,AB+,WHOLE_BLOOD,2026-07-26,10,True,1.0
17313,3,O+,PACKED_RED_BLOOD_CELLS,2026-04-20,12,False,1.0
17314,14,AB-,PACKED_RED_BLOOD_CELLS,2026-06-07,19,False,1.0
17315,31,B-,PLATELET_CONCENTRATE,2026-07-24,49,True,3.09
17316,14,O-,PLATELET_CONCENTRATE,2026-07-02,75,True,3.13
17317,29,B+,WHOLE_BLOOD,2025-10-29,12,True,1.0
17318,8,O+,WHOLE_BLOOD,2026-02-23,11,True,1.0
17319,30,O-,PACKED_RED_BLOOD_CELLS,2026-05-14,33,True,1.0
17320,6,A+,FRESH_FROZEN_PLASMA,2026-07-18,17,False,1.0
17321,14,A-,WHOLE_BLOOD,2026-08-01,7,False,1.0
17322,8,B+,PLATELET_CONCENTRATE,2025-12-10,9,True,1.0
17323,33,B-,WHOLE_BLOOD,2025-09-11,8,True,1.0
17324,22,O-,WHOLE_BLOOD,2026-08-31,20,False,1.0
17325,17,A-,PLATELET_CONCENTRATE,2025-09-10,59,True,2.98
17326,3,B-,WHOLE_BLOOD,2026-03-02,18,False,1.0
17327,19,B+,FRESH_FROZEN_PLASMA,2025-10-04,8,True,1.0
17328,46,A+,PLATELET_CONCENTRATE,2025-09-30,43,True,2.18
17329,47,A+,PLATELET_CONCENTRATE,2026-06-06,23,True,1.0
17330,13,O+,WHOLE_BLOOD,2026-06-07,21,False,1.0
17331,46,A-,PLATELET_CONCENTRATE,2026-03-22,6,False,1.0
17332,43,AB-,PACKED_RED_BLOOD_CELLS,2026-08-25,11,True,1.0
17333,13,O+,WHOLE_BLOOD,2026-03-20,15,False,1.0
17334,26,AB+,PLATELET_CONCENTRATE,2025-09-20,49,True,2.48
17335,49,A+,FRESH_FROZEN_PLASMA,2025-10-13,19,True,1.0
17336,30,AB+,FRESH_FROZEN_PLASMA,2026-08-27,17,True,1.0
17337,48,A-,PACKED_RED_BLOOD_CELLS,2026-02-03,5,True,1.0
17338,34,O+,FRESH_FROZEN_PLASMA,2025-11-03,16,True,1.0
17339,2,O+,PACKED_RED_BLOOD_CELLS,2026-05-22,7,True,1.0
17340,35,B-,PLATELET_CONCENTRATE,2026-01-10,15,False,1.0
17341,4,AB+,WHOLE_BLOOD,2026-06-30,7,False,1.0
17342,45,A-,PLATELET_CONCENTRATE,2026-07-19,74,True,3.12
17343,42,AB+,PLATELET_CONCENTRATE,2026-07-07,37,True,3.11
17344,44,B-,WHOLE_BLOOD,2025-11-16,9,True,1.0
17345,26,AB-,FRESH_FROZEN_PLASMA,2026-07-31,14,True,1.0
17346,31,O-,PLATELET_CONCENTRATE,2026-02-01,4,False,1.0
17347,21,AB-,PLATELET_CONCENTRATE,2026-08-21,42,True,1.86
17348,34,AB-,PACKED_RED_BLOOD_CELLS,2026-03-16,9,True,1.0
17349,6,A-,FRESH_FROZEN_PLASMA,2026-06-02,21,False,1.0
17350,9,O+,FRESH_FROZEN_PLASMA,2026-06-01,24,False,1.0
17351,16,A-,WHOLE_BLOOD,2026-05-24,16,True,1.0
17352,17,B+,WHOLE_BLOOD,2025-09-20,6,False,1.0
17353,15,AB-,WHOLE_BLOOD,2026-03-24,23,False,1.0
17354,23,B+,WHOLE_BLOOD,2025-12-29,12,True,1.0
17355,32,B+,FRESH_FROZEN_PLASMA,2026-07-16,16,False,1.0
17356,23,AB-,FRESH_FROZEN_PLASMA,2026-07-09,24,True,1.0
17357,16,A+,WHOLE_BLOOD,2026-02-10,19,True,1.0
17358,43,A+,FRESH_FROZEN_PLASMA,2026-02-11,5,True,1.0
17359,13,AB+,WHOLE_BLOOD,2026-03-04,21,False,1.0
17360,41,O-,PACKED_RED_BLOOD_CELLS,2025-12-11,17,False,1.0
17361,40,B+,PACKED_RED_BLOOD_CELLS,2025-12-20,21,False,1.0
17362,46,A-,PLATELET_CONCENTRATE,2026-01-12,19,False,1.0
17363,9,A+,PLATELET_CONCENTRATE,2026-04-30,10,False,1.0
17364,3,AB-,PLATELET_CONCENTRATE,2025-09-11,47,True,2.66
17365,18,A-,PACKED_RED_BLOOD_CELLS,2025-11-15,10,True,1.0
17366,42,AB-,PLATELET_CONCENTRATE,2026-04-25,23,True,1.0
17367,25,A-,PLATELET_CONCENTRATE,2026-08-12,57,True,3.02
17368,47,O+,FRESH_FROZEN_PLASMA,2025-10-21,18,True,1.0
17369,35,B-,PACKED_RED_BLOOD_CELLS,2025-12-04,11,False,1.0
17370,19,A+,PACKED_RED_BLOOD_CELLS,2026-01-31,35,True,1.0
17371,48,AB-,PACKED_RED_BLOOD_CELLS,2025-12-30,7,True,1.0
17372,1,A+,PLATELET_CONCENTRATE,2026-07-10,21,True,3.05
17373,43,B-,PACKED_RED_BLOOD_CELLS,2026-04-16,6,True,1.0
17374,39,A-,WHOLE_BLOOD,2025-11-05,9,False,1.0
17375,43,AB-,WHOLE_BLOOD,2026-03-16,19,True,1.0
17376,44,B-,PACKED_RED_BLOOD_CELLS,2026-03-13,16,True,1.0
17377,39,A-,PLATELET_CONCENTRATE,2025-09-11,64,True,2.58
17378,1,B-,WHOLE_BLOOD,2025-11-24,21,False,1.0
17379,18,AB-,PLATELET_CONCENTRATE,2025-09-30,35,True,2.07
17380,50,B-,FRESH_FROZEN_PLASMA,2025-10-03,20,False,1.0
17381,3,O-,PACKED_RED_BLOOD_CELLS,2026-02-15,6,False,1.0
17382,1,AB+,WHOLE_BLOOD,2025-11-20,24,False,1.0
17383,43,A+,PLATELET_CONCENTRATE,2025-12-10,12,True,1.0
17384,50,O+,WHOLE_BLOOD,2026-03-16,4,False,1.0
17385,25,O+,PLATELET_CONCENTRATE,2025-12-07,25,True,1.0
17386,35,B+,PACKED_RED_BLOOD_CELLS,2026-06-05,21,False,1.0
17387,38,O+,PLATELET_CONCENTRATE,2026-05-18,26,True,1.0
17388,47,O-,FRESH_FROZEN_PLASMA,2026-08-31,5,True,1.0
17389,32,O-,PACKED_RED_BLOOD_CELLS,2026-07-08,14,False,1.0
17390,15,AB+,PACKED_RED_BLOOD_CELLS,2026-06-30,15,False,1.0
17391,9,AB+,PACKED_RED_BLOOD_CELLS,2026-05-28,18,False,1.0
17392,7,AB-,FRESH_FROZEN_PLASMA,2026-06-29,23,False,1.0
17393,31,B+,FRESH_FROZEN_PLASMA,2025-09-16,4,False,1.0
17394,13,B+,WHOLE_BLOOD,2026-02-05,25,False,1.0
17395,41,A+,PLATELET_CONCENTRATE,2026-03-12,14,False,1.0
17396,45,A-,PACKED_RED_BLOOD_CELLS,2025-12-11,7,True,1.0
17397,20,AB+,PACKED_RED_BLOOD_CELLS,2025-11-05,24,True,1.0
17398,27,O+,PLATELET_CONCENTRATE,2026-05-28,20,False,1.0
17399,34,O-,PACKED_RED_BLOOD_CELLS,2026-03-13,9,True,1.0
17400,5,B-,PACKED_RED_BLOOD_CELLS,2025-11-30,5,False,1.0
17401,49,O-,PACKED_RED_BLOOD_CELLS,2026-01-11,14,True,1.0
17402,17,AB+,FRESH_FROZEN_PLASMA,2025-10-26,23,False,1.0
17403,24,O+,FRESH_FROZEN_PLASMA,2026-06-16,29,True,1.0
17404,41,B-,WHOLE_BLOOD,2026-04-14,13,False,1.0
17405,29,O+,PACKED_RED_BLOOD_CELLS,2026-09-03,28,True,1.0
17406,24,AB+,PACKED_RED_BLOOD_CELLS,2026-01-07,6,True,1.0
